0.085,35.671,8,8192,6,6144
0.085,22.940,7,7168,6,6144
0.006,75.184,7,7168,8,8192
0.078,57.063,10,10240,5,5120
0.019,13.934,7,7168,5,5120
0.053,60.455,9,9216,7,7168
0.005,11.315,9,9216,5,5120
0.021,15.760,7,7168,6,6144
0.045,41.233,5,5120,8,8192
0.089,66.399,5,5120,9,9216
0.033,70.931,9,9216,7,7168
0.076,26.823,8,8192,5,5120
0.042,15.570,9,9216,6,6144
0.047,25.069,9,9216,7,7168
0.002,78.155,6,6144,10,10240
0.010,75.325,10,10240,5,5120
0.017,25.640,7,7168,10,10240
0.080,70.462,10,10240,7,7168
0.009,31.555,6,6144,9,9216
0.047,17.895,8,8192,8,8192
0.085,76.616,5,5120,8,8192
0.008,89.224,7,7168,7,7168
0.037,61.374,8,8192,6,6144
0.080,89.754,9,9216,8,8192
0.010,38.772,6,6144,7,7168
0.021,57.276,9,9216,6,6144
0.065,15.089,6,6144,9,9216
0.039,13.551,9,9216,6,6144
0.029,58.080,5,5120,9,9216
0.039,73.514,7,7168,5,5120
0.032,27.563,7,7168,8,8192
0.055,19.821,6,6144,10,10240
0.086,87.715,6,6144,7,7168
0.071,78.953,5,5120,6,6144
0.073,26.667,5,5120,8,8192
0.089,79.491,8,8192,8,8192
0.077,53.813,8,8192,10,10240
0.034,75.745,7,7168,10,10240
0.045,37.542,7,7168,9,9216
0.044,42.173,10,10240,8,8192
0.089,66.623,7,7168,10,10240
0.041,24.183,7,7168,10,10240
0.020,49.775,9,9216,9,9216
0.026,15.626,7,7168,7,7168
0.029,81.183,7,7168,10,10240
0.057,22.623,6,6144,7,7168
0.047,58.880,7,7168,5,5120
0.065,30.658,9,9216,10,10240
0.000,61.274,5,5120,8,8192
0.044,30.520,9,9216,10,10240
0.026,31.311,9,9216,8,8192
0.085,42.929,6,6144,5,5120
0.034,51.083,6,6144,8,8192
0.046,70.800,6,6144,9,9216
0.036,48.705,7,7168,5,5120
0.023,39.383,5,5120,10,10240
0.050,50.541,5,5120,5,5120
0.033,9.535,8,8192,7,7168
0.066,77.521,9,9216,9,9216
0.065,20.140,8,8192,9,9216
0.072,32.707,9,9216,9,9216
0.058,72.279,9,9216,8,8192
0.073,66.400,5,5120,9,9216
0.075,35.806,9,9216,6,6144
0.059,67.211,10,10240,9,9216
0.069,53.693,7,7168,7,7168
0.069,43.543,5,5120,7,7168
0.027,63.233,9,9216,5,5120
0.018,64.421,6,6144,7,7168
0.074,69.186,6,6144,5,5120
0.005,32.604,5,5120,6,6144
0.015,46.096,8,8192,6,6144
0.068,42.150,9,9216,5,5120
0.065,81.220,7,7168,7,7168
0.073,74.226,10,10240,10,10240
0.053,62.388,6,6144,8,8192
0.058,53.229,6,6144,7,7168
0.030,63.548,6,6144,5,5120
0.063,11.292,7,7168,8,8192
0.029,36.304,5,5120,7,7168
0.022,57.160,5,5120,10,10240
0.014,48.343,5,5120,10,10240
0.009,81.524,9,9216,6,6144
0.009,46.322,9,9216,7,7168
0.088,45.650,6,6144,5,5120
0.005,28.657,9,9216,10,10240
0.015,10.333,7,7168,5,5120
0.086,60.049,6,6144,7,7168
0.039,19.750,7,7168,8,8192
0.001,60.628,8,8192,5,5120
0.022,26.125,7,7168,10,10240
0.007,16.393,5,5120,7,7168
0.087,20.205,7,7168,10,10240
0.063,78.226,10,10240,9,9216
0.001,51.860,8,8192,5,5120
0.079,65.517,7,7168,6,6144
0.087,43.541,9,9216,10,10240
0.002,87.700,6,6144,6,6144
0.058,31.353,8,8192,7,7168
0.020,34.877,5,5120,6,6144
0.068,59.277,6,6144,5,5120
0.033,11.463,6,6144,9,9216
0.072,84.998,7,7168,7,7168
0.053,20.432,8,8192,6,6144
0.025,69.636,10,10240,7,7168
0.063,56.425,9,9216,9,9216
0.007,32.484,6,6144,5,5120
0.021,32.248,10,10240,10,10240
0.077,39.580,9,9216,6,6144
0.004,84.181,5,5120,10,10240
0.024,25.035,10,10240,9,9216
0.054,86.277,6,6144,6,6144
0.030,87.667,8,8192,9,9216
0.023,45.824,9,9216,7,7168
0.036,39.410,7,7168,6,6144
0.062,79.866,6,6144,8,8192
0.012,81.057,9,9216,7,7168
0.072,51.797,7,7168,7,7168
0.038,83.524,8,8192,8,8192
0.039,70.791,6,6144,8,8192
0.048,35.270,6,6144,6,6144
0.010,27.322,6,6144,9,9216
0.000,32.444,10,10240,5,5120
0.080,38.324,7,7168,8,8192
0.039,49.621,7,7168,8,8192
0.043,84.292,10,10240,7,7168
0.026,9.213,7,7168,9,9216
0.071,29.246,10,10240,6,6144
0.047,48.607,6,6144,9,9216
0.073,11.101,5,5120,6,6144
0.004,83.666,9,9216,6,6144
0.024,77.054,5,5120,5,5120
0.011,64.427,8,8192,6,6144
0.006,81.836,9,9216,7,7168
0.002,82.607,7,7168,8,8192
0.044,32.536,6,6144,10,10240
0.074,77.302,7,7168,5,5120
0.078,30.002,8,8192,10,10240
0.032,50.476,7,7168,9,9216
0.081,63.311,8,8192,6,6144
0.003,49.391,5,5120,7,7168
0.027,13.633,8,8192,8,8192
0.013,25.868,7,7168,7,7168
0.010,76.089,6,6144,10,10240
0.037,16.656,10,10240,6,6144
0.074,11.974,6,6144,6,6144
0.060,41.952,6,6144,6,6144
0.081,27.700,7,7168,7,7168
0.071,15.746,10,10240,10,10240
0.010,22.593,5,5120,6,6144
0.023,36.038,6,6144,8,8192
0.073,43.476,9,9216,6,6144
0.084,26.488,5,5120,8,8192
0.072,85.559,7,7168,5,5120
0.009,36.969,7,7168,6,6144
0.014,40.033,9,9216,7,7168
0.013,57.126,7,7168,8,8192
0.024,85.716,7,7168,7,7168
0.049,21.496,6,6144,8,8192
0.035,25.272,6,6144,6,6144
0.056,39.872,5,5120,5,5120
0.050,35.986,6,6144,7,7168
0.069,26.567,10,10240,6,6144
0.073,9.116,8,8192,10,10240
0.024,81.192,5,5120,6,6144
0.001,9.739,5,5120,10,10240
0.085,88.250,10,10240,5,5120
0.019,45.357,6,6144,9,9216
0.082,15.874,8,8192,6,6144
0.081,60.286,6,6144,8,8192
0.070,59.175,6,6144,7,7168
0.075,71.753,8,8192,9,9216
0.069,60.469,7,7168,8,8192
0.005,19.468,7,7168,8,8192
0.008,52.991,9,9216,6,6144
0.029,84.625,9,9216,5,5120
0.022,87.220,10,10240,6,6144
0.066,44.300,7,7168,10,10240
0.078,31.695,5,5120,8,8192
0.074,66.319,10,10240,10,10240
0.003,62.728,7,7168,9,9216
0.079,66.239,9,9216,5,5120
0.041,25.084,10,10240,10,10240
0.030,35.983,6,6144,8,8192
0.029,88.625,7,7168,8,8192
0.017,64.432,7,7168,5,5120
0.005,49.908,10,10240,8,8192
0.021,11.066,5,5120,8,8192
0.071,19.847,8,8192,6,6144
0.037,51.642,8,8192,7,7168
0.068,71.706,8,8192,5,5120
0.035,83.532,10,10240,8,8192
0.008,66.516,5,5120,8,8192
0.068,83.630,8,8192,8,8192
0.084,80.017,9,9216,10,10240
0.029,34.104,9,9216,8,8192
0.008,20.407,7,7168,9,9216
0.067,36.058,5,5120,7,7168
0.014,89.055,6,6144,10,10240
0.020,20.281,5,5120,7,7168
0.041,30.380,10,10240,10,10240
0.019,80.259,7,7168,5,5120
0.031,82.540,9,9216,7,7168
0.046,18.266,6,6144,8,8192
0.072,32.480,8,8192,10,10240
0.020,24.674,5,5120,5,5120
0.033,58.507,8,8192,8,8192
0.082,14.263,7,7168,8,8192
0.059,78.805,9,9216,10,10240
0.050,79.966,7,7168,6,6144
0.055,29.809,7,7168,7,7168
0.088,45.749,9,9216,5,5120
0.031,70.732,6,6144,5,5120
0.081,34.745,10,10240,7,7168
0.038,60.047,5,5120,6,6144
0.085,75.085,9,9216,9,9216
0.085,29.122,7,7168,6,6144
0.007,47.961,5,5120,6,6144
0.008,63.648,9,9216,6,6144
0.001,72.604,5,5120,6,6144
0.074,41.523,9,9216,6,6144
0.012,71.706,8,8192,6,6144
0.070,48.386,5,5120,9,9216
0.003,33.267,5,5120,7,7168
0.042,12.987,6,6144,6,6144
0.050,17.538,6,6144,7,7168
0.065,46.947,7,7168,10,10240
0.068,29.523,9,9216,9,9216
0.048,34.608,8,8192,8,8192
0.087,18.166,8,8192,9,9216
0.062,27.018,6,6144,5,5120
0.018,68.505,9,9216,7,7168
0.042,27.286,8,8192,9,9216
0.059,11.293,10,10240,9,9216
0.061,53.062,8,8192,8,8192
0.040,38.623,8,8192,9,9216
0.062,65.384,9,9216,6,6144
0.088,76.628,6,6144,10,10240
0.026,84.306,6,6144,5,5120
0.065,19.094,10,10240,9,9216
0.056,12.792,7,7168,5,5120
0.089,31.537,10,10240,7,7168
0.008,40.434,7,7168,8,8192
0.027,53.232,9,9216,6,6144
0.020,38.235,5,5120,6,6144
0.046,67.379,9,9216,10,10240
0.080,9.826,7,7168,8,8192
0.066,58.298,5,5120,5,5120
0.028,70.221,10,10240,9,9216
0.067,10.527,5,5120,6,6144
0.043,31.678,9,9216,10,10240
0.083,15.663,8,8192,10,10240
0.009,54.162,10,10240,10,10240
0.025,27.101,5,5120,7,7168
0.066,18.127,6,6144,10,10240
0.031,59.625,5,5120,10,10240
0.056,54.779,7,7168,10,10240
0.064,60.093,9,9216,6,6144
0.012,57.638,6,6144,9,9216
0.061,42.762,9,9216,9,9216
0.075,55.309,10,10240,6,6144
0.007,34.243,10,10240,9,9216
0.058,29.142,8,8192,10,10240
0.037,74.998,5,5120,8,8192
0.004,73.095,7,7168,6,6144
0.006,33.104,7,7168,6,6144
0.087,35.713,9,9216,8,8192
0.070,65.600,6,6144,9,9216
0.069,37.814,6,6144,10,10240
0.074,12.867,7,7168,5,5120
0.005,26.817,5,5120,9,9216
0.071,27.779,10,10240,6,6144
0.076,43.516,7,7168,6,6144
0.045,69.358,8,8192,8,8192
0.073,82.809,10,10240,6,6144
0.001,48.699,5,5120,7,7168
0.081,82.661,7,7168,5,5120
0.074,20.410,8,8192,7,7168
0.014,75.008,7,7168,7,7168
0.014,70.620,6,6144,5,5120
0.013,52.755,6,6144,9,9216
0.008,52.276,9,9216,9,9216
0.047,86.293,7,7168,5,5120
0.047,76.622,6,6144,7,7168
0.049,87.615,6,6144,6,6144
0.057,15.597,8,8192,9,9216
0.067,58.759,7,7168,10,10240
0.018,88.857,5,5120,6,6144
0.024,49.615,9,9216,10,10240
0.074,85.225,5,5120,9,9216
0.009,21.531,10,10240,7,7168
0.019,59.421,5,5120,9,9216
0.027,30.173,10,10240,10,10240
0.034,52.206,6,6144,6,6144
0.055,67.163,5,5120,10,10240
0.033,88.051,8,8192,9,9216
0.072,31.041,6,6144,7,7168
0.084,46.962,5,5120,7,7168
0.069,67.905,5,5120,10,10240
0.057,32.844,6,6144,5,5120
0.042,33.122,8,8192,10,10240
0.084,28.094,7,7168,10,10240
0.060,50.098,8,8192,8,8192
0.007,71.671,7,7168,7,7168
0.080,84.086,6,6144,10,10240
0.009,46.078,8,8192,8,8192
0.051,63.431,8,8192,10,10240
0.049,9.358,5,5120,9,9216
0.039,59.950,5,5120,7,7168
0.088,72.351,7,7168,7,7168
0.008,38.201,9,9216,6,6144
0.053,68.461,9,9216,8,8192
0.089,36.726,6,6144,5,5120
0.054,28.512,6,6144,7,7168
0.058,80.452,7,7168,7,7168
0.023,69.288,5,5120,7,7168
0.005,67.138,7,7168,8,8192
0.081,78.893,10,10240,5,5120
0.069,66.700,5,5120,6,6144
0.006,26.821,8,8192,8,8192
0.070,79.287,8,8192,5,5120
0.010,66.465,6,6144,9,9216
0.034,81.487,8,8192,5,5120
0.032,36.688,5,5120,6,6144
0.040,11.606,7,7168,8,8192
0.036,58.474,9,9216,8,8192
0.088,48.139,8,8192,9,9216
0.009,27.769,10,10240,6,6144
0.090,78.583,7,7168,10,10240
0.004,67.358,5,5120,7,7168
0.082,21.658,8,8192,8,8192
0.019,77.836,8,8192,8,8192
0.065,57.570,5,5120,9,9216
0.059,79.197,10,10240,6,6144
0.029,30.348,6,6144,10,10240
0.062,11.656,8,8192,7,7168
0.084,34.276,5,5120,5,5120
0.045,44.345,7,7168,10,10240
0.052,56.032,9,9216,7,7168
0.076,34.073,6,6144,9,9216
0.003,10.116,10,10240,8,8192
0.068,89.309,7,7168,10,10240
0.014,48.308,9,9216,5,5120
0.084,69.715,9,9216,7,7168
0.003,33.612,7,7168,8,8192
0.003,76.749,8,8192,6,6144
0.077,28.469,5,5120,7,7168
0.057,83.145,10,10240,5,5120
0.022,46.139,8,8192,6,6144
0.086,10.332,7,7168,5,5120
0.001,77.310,7,7168,5,5120
0.013,67.883,7,7168,10,10240
0.020,40.176,10,10240,8,8192
0.090,25.369,6,6144,5,5120
0.020,41.981,8,8192,8,8192
0.006,51.786,5,5120,9,9216
0.076,65.007,8,8192,7,7168
0.020,58.051,7,7168,7,7168
0.019,17.292,6,6144,9,9216
0.016,68.475,7,7168,9,9216
0.063,20.920,6,6144,8,8192
0.005,66.878,5,5120,5,5120
0.048,15.615,7,7168,10,10240
0.013,47.736,5,5120,5,5120
0.022,22.914,9,9216,10,10240
0.021,55.863,6,6144,10,10240
0.022,87.103,7,7168,9,9216
0.055,82.788,6,6144,9,9216
0.052,41.969,6,6144,7,7168
0.057,61.723,5,5120,6,6144
0.021,18.658,5,5120,10,10240
0.013,42.439,8,8192,8,8192
0.072,14.901,6,6144,9,9216
0.057,68.706,10,10240,10,10240
0.030,17.434,7,7168,7,7168
0.027,28.128,7,7168,5,5120
0.075,88.280,6,6144,10,10240
0.071,75.924,8,8192,10,10240
0.053,30.226,9,9216,9,9216
0.045,47.505,8,8192,8,8192
0.036,87.941,10,10240,8,8192
0.087,75.902,8,8192,7,7168
0.070,80.107,5,5120,7,7168
0.078,22.481,10,10240,9,9216
0.089,12.740,5,5120,6,6144
0.088,54.414,7,7168,6,6144
0.072,16.373,5,5120,5,5120
0.008,56.042,5,5120,10,10240
0.087,57.012,8,8192,8,8192
0.090,32.448,10,10240,6,6144
0.026,80.341,8,8192,8,8192
0.075,84.925,10,10240,6,6144
0.065,84.359,10,10240,6,6144
0.025,88.665,7,7168,10,10240
0.074,71.388,7,7168,6,6144
0.062,55.647,7,7168,10,10240
0.050,89.728,8,8192,7,7168
0.026,78.357,7,7168,8,8192
0.018,24.043,5,5120,10,10240
0.079,54.043,8,8192,5,5120
0.023,54.034,9,9216,6,6144
0.084,85.359,10,10240,9,9216
0.047,13.918,6,6144,10,10240
0.058,20.586,7,7168,5,5120
0.050,47.457,6,6144,10,10240
0.085,88.098,5,5120,5,5120
0.020,70.685,8,8192,8,8192
0.047,37.995,9,9216,10,10240
0.083,18.835,9,9216,8,8192
0.084,28.006,9,9216,6,6144
0.056,56.845,10,10240,7,7168
0.065,89.349,8,8192,8,8192
0.046,87.216,6,6144,9,9216
0.025,22.358,7,7168,5,5120
0.004,73.868,7,7168,5,5120
0.064,29.854,10,10240,8,8192
0.050,78.029,5,5120,7,7168
0.059,57.710,10,10240,6,6144
0.015,51.482,5,5120,5,5120
0.077,28.075,6,6144,5,5120
0.007,60.268,9,9216,7,7168
0.070,20.794,9,9216,9,9216
0.077,71.918,10,10240,5,5120
0.014,80.878,10,10240,9,9216
0.060,78.210,8,8192,5,5120
0.089,32.475,10,10240,5,5120
0.070,42.335,6,6144,9,9216
0.034,50.715,8,8192,8,8192
0.054,18.632,5,5120,10,10240
0.083,21.801,8,8192,8,8192
0.066,41.029,5,5120,7,7168
0.086,67.938,9,9216,7,7168
0.071,14.085,10,10240,6,6144
0.085,84.859,9,9216,5,5120
0.052,82.465,8,8192,10,10240
0.084,32.049,7,7168,8,8192
0.006,72.736,7,7168,5,5120
0.060,58.332,9,9216,6,6144
0.000,19.945,5,5120,7,7168
0.044,57.554,9,9216,10,10240
0.081,44.396,7,7168,10,10240
0.071,19.271,6,6144,8,8192
0.073,14.315,5,5120,8,8192
0.021,30.306,7,7168,7,7168
0.085,32.430,10,10240,6,6144
0.088,20.623,5,5120,7,7168
0.071,45.194,6,6144,6,6144
0.029,68.175,10,10240,5,5120
0.079,45.548,9,9216,8,8192
0.011,87.847,9,9216,5,5120
0.016,45.868,5,5120,9,9216
0.066,33.235,5,5120,7,7168
0.001,46.166,9,9216,7,7168
0.087,61.775,8,8192,9,9216
0.013,40.018,7,7168,7,7168
0.001,15.433,7,7168,7,7168
0.020,78.633,9,9216,5,5120
0.012,52.171,10,10240,10,10240
0.068,41.707,9,9216,7,7168
0.089,86.394,7,7168,6,6144
0.024,41.979,10,10240,7,7168
0.082,87.742,7,7168,8,8192
0.041,10.472,9,9216,9,9216
0.037,26.420,8,8192,6,6144
0.021,65.991,7,7168,5,5120
0.014,51.481,5,5120,9,9216
0.083,20.923,6,6144,7,7168
0.009,81.797,9,9216,6,6144
0.014,50.000,8,8192,5,5120
0.086,78.315,6,6144,5,5120
0.058,89.443,9,9216,7,7168
0.014,60.605,5,5120,9,9216
0.009,57.946,10,10240,6,6144
0.025,27.493,7,7168,10,10240
0.061,35.004,7,7168,7,7168
0.048,33.048,6,6144,6,6144
0.065,70.873,10,10240,5,5120
0.089,36.714,7,7168,7,7168
0.085,82.640,7,7168,7,7168
0.017,68.755,10,10240,8,8192
0.085,65.594,5,5120,8,8192
0.033,36.440,5,5120,5,5120
0.046,56.557,6,6144,8,8192
0.064,88.080,10,10240,6,6144
0.011,32.809,7,7168,10,10240
